Title,Original Language
Ilustrado #308,fil
난장이가 쏘아올린 작은 공 #212,ko
Smaller and Smaller Circles #1049,fil
Bidasari #1231,ms
Padre Faura Witness the Execution of Rizal #1036,fil
金瓶梅 #370,zh
The Gate #106,km
ノルウェイの森,ja
人間失格 #576,ja
Golden Bones (2018),km
무진기행 #734,ko
Ronggeng Dukuh Paruk #1230,id
走れメロス #658,ja
สี่แผ่นดิน #965,th
완득이 #479,ko
Voices from S-21 #534,km
金瓶梅 #870,zh
Luha ng Buwaya #585,fil
เสือคำราม #1036,th
朝花夕拾 #711,zh
Belenggu #269,id
El Filibusterismo: Volume 2,fil
완득이 #499,ko
살인자의 기억법 #557,ko
รักไม่มีสิทธิ์ #279,th
Hujan #840,id
Bumi Manusia #341,id
Sulalat al-Salatin #1203,ms
金瓶梅 #850,zh
Belenggu #209,id
Merpati Putih Terbang Lagi: Volume 2,ms
คนละฟากฟ้า #1093,th
คำพิพากษา #303,th
雷雨 #1000,zh
金瓶梅 #490,zh
三国演义 #849,zh
Hikayat Hang Tuah #1001,ms
Padre Faura Witness the Execution of Rizal #556,fil
痴人の愛 #155,ja
무진기행,ko
山月記 #1219,ja
人間失格: Volume 1,ja
Ayah #796,id
Lelaki Harimau #912,id
삼대 #651,ko
The Death of Vishnu #656,km
Tenggelamnya Kapal Van Der Wijck #544,ms
The Rosales Saga #715,fil
Gapo #254,fil
伊豆の踊子 #550,ja
Hujan: Volume 5,id
The Gate #866,km
Lelaki Harimau #1032,id
Merpati Putih Terbang Lagi #712,ms
水浒传 #888,zh
三国演义 #749,zh
มัจจุราชเริงรำ - Part 8,th
Perburuan #465,id
白鹿原 #1125,zh
채식주의자 #921,ko
三体 #181,zh
First They Killed My Father #1201,km
Ronggeng Dukuh Paruk #1250,id
채식주의자 #181,ko
A Cambodian Prison Portrait #755,km
西游记 #207,zh
소년이 온다 #182,ko
한강 #364,ko
엄마를 부탁해 #956,ko
仮面の告白 #1133,ja
The Rosales Saga #915,fil
Banaag at Sikat #204,fil
Kekasih Electra #1233,ms
Hujan #260,id
May Day Eve #580,fil
ตำนานสมเด็จพระนารายณ์ #615,th
Sang Pemimpi #235,id
The Lost Executioner #82,km
走れメロス #1238,ja
อิเหนา #1188,th
Penawar Bagi Hati #338,ms
雪国 #509,ja
Rice and Baguette #820,km
Voices from S-21 #614,km
삼대 #731,ko
작별인사 #763,ko
สุภาพบุรุษจุฑาเทพ #1237,th
Salina #1186,ms
ノルウェイの森 #381,ja
รักไม่มีสิทธิ์ #399,th
破戒 #931,ja
Ayah #216,id
ABNKKBSNPLAko?!: Volume 2,fil
Noli Me Tangere #701,fil
เสือคำราม (2015),th
Smaller and Smaller Circles #729,fil
El Filibusterismo #942,fil
How My Brother Leon Brought Home a Wife #659,fil
红楼梦 #146,zh
ลูกอีสาน #1244,th
광장 #933,ko
태백산맥 #908,ko
ฟ้าใหม่ #460,th
The Lost Executioner #182,km
ขุนช้างขุนแผน #546,th
Negeri 5 Menara #1159,id
Never Fall Down: Volume 3,km
Layar Terkembang #587,id
광장 #913,ko
痴人の愛 #835,ja
Sulalat al-Salatin #803,ms
Voices from S-21 #134,km
Luha ng Buwaya #885,fil
엄마를 부탁해 #1196,ko
Interlok #507,ms
한강 #624,ko
Ilustrado #1188,fil
Cinta di Dalam Gelas #177,id
Dekada '70 #966,fil
상록수 #950,ko
ตำนานสมเด็จพระนารายณ์ #875,th
난장이가 쏘아올린 작은 공 #332,ko
活着 #602,zh
走れメロス #318,ja
西游记 #867,zh
Dead Stars #497,fil
Merpati Putih Terbang Lagi #572,ms
Sulalat al-Salatin #1243,ms
우리들의 행복한 시간 #1180,ko
仮面の告白 #453,ja
A Cambodian Prison Portrait #935,km
Belenggu #109,id
狂人日记 #154,zh
Interlok,ms
상록수 #470,ko
7년의 밤 #1238,ko
Tenggelamnya Kapal Van Der Wijck #904,ms
Dekada '70 #146,fil
Supernova (2017),id
작별인사 #743,ko
Lagenda Budak Setan (2014),ms
พระอภัยมณี #547,th
人間失格 #416,ja
광장 #313,ko
ศรีบูรพา #1089,th
Jejak Langkah #383,id
아리랑 #227,ko
破戒 #1131,ja
무진기행 #1134,ko
Gapo #1074,fil
围城 - Part 3,zh
Rumah Kaca #904,id
Lelaki Harimau #512,id
斜陽 #937,ja
三国演义 #869,zh
태백산맥 #688,ko
상록수 #590,ko
무정 #1169,ko
彷徨 #333,zh
阿Q正传 #635,zh
อิเหนา #548,th
羊をめぐる冒険 #105,ja
Ronggeng Dukuh Paruk (2009),id
ชาติหน้าขอให้พบกัน #971,th
ABNKKBSNPLAko?! #552,fil
Layar Terkembang #507,id
สี่แผ่นดิน #1025,th
呐喊 #332,zh
เลือดมังกร #1032,th
A Cambodian Prison Portrait #1175,km
To Destroy You Is No Loss #448,km
광장 #273,ko
จดหมายจากหมาเบื่อ #1081,th
Pulang #873,id
Dekada '70 #926,fil
In the Shadow of the Banyan #84,km
Never Fall Down #143,km
In the Shadow of the Banyan #784,km
阿Q正传 #995,zh
雪国 #429,ja
Survival in the Killing Fields #1192,km
Padre Faura Witness the Execution of Rizal #796,fil
Banaag at Sikat #524,fil
吾輩は猫である #228,ja
彷徨 #173,zh
平凡的世界 #864,zh
活着 #122,zh
Noli Me Tangere #141,fil
Tenggelamnya Kapal Van Der Wijck #1004,ms
Mat Jenin #594,ms
Rumah Kaca #1044,id
จดหมายจากหมาเบื่อ #541,th
난장이가 쏘아올린 작은 공 #1232,ko
Sa Mga Kuko ng Liwanag #533,fil
走れメロス #1018,ja
จดหมายจากหมาเบื่อ #141,th
삼대 #1111,ko
Mga Ibong Mandaragit #667,fil
Tenggelamnya Kapal Van Der Wijck #204,ms
Siti Nurbaya #1045,ms
Ang Paboritong Libro ni Hudas #330,fil
狂人日记 #294,zh
围城 #423,zh
Bamboo People #357,km
阿Q正传 #1115,zh
Noli Me Tangere #781,fil
呐喊 #712,zh
Mga Ibong Mandaragit #847,fil
斜陽 #177,ja
ข้าหลวง #254,th
Supernova #98,id
ノルウェイの森 #321,ja
三国演义 #1029,zh
人間失格 #1136,ja
平凡的世界 #904,zh
ศรีบูรพา #709,th
Banaag at Sikat #1204,fil
한강 (2003),ko
羊をめぐる冒険 #805,ja
엄마를 부탁해 #1136,ko
Laskar Pelangi #814,id
舞姫 #480,ja
Supernova #798,id
Interlok #387,ms
ข้าหลวง #1054,th
Leftenan Adnan #116,ms
Ranjau Sepanjang Jalan #848,ms
朝花夕拾 #391,zh
삼대 #691,ko
Banaag at Sikat #364,fil
围城 #603,zh
อิเหนา - Part 8,th
To Destroy You Is No Loss #428,km
Florante at Laura #243,fil
走れメロス #818,ja
Rice and Baguette #420,km
平凡的世界 - Part 4,zh
무정 #349,ko
海辺のカフカ #583,ja
Sa Mga Kuko ng Liwanag #213,fil
痴人の愛 #1095,ja
The Lost Executioner #462,km
난장이가 쏘아올린 작은 공 #252,ko
Hikayat Hang Tuah #501,ms
痴人の愛 #815,ja
Florante at Laura #83,fil
ข้าหลวง #934,th
Mga Ibong Mandaragit #947,fil
Tenggelamnya Kapal Van Der Wijck #824,ms
三国演义 #169,zh
Negeri 5 Menara #959,id
Belenggu #329,id
金閣寺 #312,ja
Salina #226,ms
水浒传 #1228,zh
Smaller and Smaller Circles #949,fil
ตำนานสมเด็จพระนารายณ์ #935,th
우리들의 행복한 시간 #1040,ko
狂人日记 #1154,zh
西游记 #1067,zh
Salina #666,ms
細雪 #654,ja
Banaag at Sikat #324,fil
May Day Eve #1240,fil
伊豆の踊子 #1230,ja
Gadis Jolobu #140,ms
坊っちゃん #647,ja
Negeri 5 Menara #979,id
The Gate #86,km
狂人日记 #1234,zh
Bumi Manusia #381,id
The Death of Vishnu #836,km
The Gate #1106,km
坊っちゃん #1027,ja
痴人の愛 #355,ja
Sa Mga Kuko ng Liwanag #1113,fil
เลือดมังกร #1092,th
흰 #725,ko
In the Shadow of the Banyan #844,km
Anak Semua Bangsa #822,id
ABNKKBSNPLAko?! #112,fil
รักไม่มีสิทธิ์ #959,th
Bidasari #631,ms
羊をめぐる冒険 #545,ja
秋 #559,zh
Gadis Jolobu #1080,ms
阿Q正传 #95,zh
細雪 #454,ja
"Stay Alive, My Son #125",km
三国演义 #309,zh
狂人日记 #394,zh
Lelaki Harimau #892,id
ABNKKBSNPLAko?! #632,fil
Panglima Awang #510,ms
Cinta di Dalam Gelas (2016),id
Hikayat Hang Tuah #521,ms
Laskar Pelangi #514,id
Gapo: Volume 4,fil
Cantik Itu Luka #1171,id
Lagenda Budak Setan #955,ms
คำพิพากษา #963,th
Supernova #1138,id
Ilustrado #728,fil
伊豆の踊子 #490,ja
Footnote to Youth #258,fil
ตำนานสมเด็จพระนารายณ์ #1015,th
Ronggeng Dukuh Paruk #970,id
Bidasari #751,ms
ข้าหลวง #414,th
ABNKKBSNPLAko?! #432,fil
When Broken Glass Floats #667,km
Anak Semua Bangsa #602,id
朝花夕拾 #751,zh
Layar Terkembang #547,id
무진기행 #234,ko
완득이,ko
When Broken Glass Floats #1087,km
ชาติหน้าขอให้พบกัน #291,th
Rice and Baguette #300,km
ฟ้าใหม่ #100,th
May Day Eve #100,fil
The Lost Executioner #762,km
To Destroy You Is No Loss #1228,km
완득이 #199,ko
광장 #413,ko
เสือคำราม #1096,th
こころ #546,ja
엄마를 부탁해 (2015),ko
무진기행 #134,ko
吾輩は猫である #1148,ja
Merpati Putih Terbang Lagi #312,ms
Ranjau Sepanjang Jalan #448,ms
活着 #1042,zh
เลือดมังกร #752,th
Salina #806,ms
The Lost Executioner #1142,km
Bumi Manusia #281,id
朝花夕拾 #211,zh
春 #678,zh
7년의 밤 #658,ko
7년의 밤 #758,ko
ขุนช้างขุนแผน #626,th
Penawar Bagi Hati #478,ms
서울 1964년 겨울 #1095,ko
Mga Kuwento ni Lola Basyang #411,fil
Panglima Awang #170,ms
First They Killed My Father #121,km
"Stay Alive, My Son #745",km
Cambodia's Curse #333,km
彷徨 - Part 3,zh
Sang Pemimpi #295,id
ชาติหน้าขอให้พบกัน #1071,th
First They Killed My Father #1221,km
คำพิพากษา #943,th
朝花夕拾 #371,zh
Sa Mga Kuko ng Liwanag #253,fil
Sang Pemimpi: Volume 5,id
破戒 #411,ja
소년이 온다 #742,ko
平凡的世界 #264,zh
家 #817,zh
Florante at Laura #363,fil
红楼梦 #286,zh
Atheis #988,id
Mat Jenin #1194,ms
우리들의 행복한 시간 #820,ko
ตำนานสมเด็จพระนารายณ์ #855,th
Ilustrado #388,fil
El Filibusterismo #982,fil
태백산맥 #1128,ko
Rumah Kaca,id
How My Brother Leon Brought Home a Wife #739,fil
Bamboo People #837,km
ชาติหน้าขอให้พบกัน #611,th
人間失格 #836,ja
May Day Eve #660,fil
Mat Jenin #614,ms
สี่แผ่นดิน #505,th
Voices from S-21 #954,km
How My Brother Leon Brought Home a Wife #219,fil
รักไม่มีสิทธิ์ #639,th
Negeri 5 Menara #399,id
破戒 #691,ja
Anak Semua Bangsa #1182,id
First They Killed My Father #141,km
채식주의자 #581,ko
Dekada '70 #226,fil
สุภาพบุรุษจุฑาเทพ #917,th
伊豆の踊子 #350,ja
우리들의 행복한 시간 #920,ko
Perburuan - Part 5,id
The Gate #646,km
子夜 #116,zh
Mga Ibong Mandaragit #607,fil
The Stones Cry Out #910,km
How My Brother Leon Brought Home a Wife #259,fil
Sang Pemimpi #915,id
무진기행 #394,ko
伊豆の踊子 #90,ja
ขุนช้างขุนแผน #966,th
春 #398,zh
Penawar Bagi Hati #518,ms
Noli Me Tangere (2000),fil
สี่แผ่นดิน #465,th
1Q84 #902,ja
三体 #721,zh
ลูกอีสาน #904,th
In the Shadow of the Banyan #344,km
우리들의 행복한 시간: Volume 5,ko
상록수 #710,ko
Banaag at Sikat #424,fil
1Q84 #882,ja
채식주의자 #461,ko
พระอภัยมณี #107,th
Anak Mat Lela Gila #1149,ms
Noli Me Tangere #201,fil
ABNKKBSNPLAko?! #1012,fil
秋 #1199,zh
Voices from S-21 #474,km
When Broken Glass Floats #987,km
Florante at Laura #923,fil
Kekasih Electra #333,ms
มัจจุราชเริงรำ #538,th
May Day Eve #680,fil
The Death of Vishnu #396,km
난장이가 쏘아올린 작은 공 (2011),ko
7년의 밤 #718,ko
Belenggu #449,id
채식주의자 #661,ko
아리랑 #547,ko
Sejarah Melayu #1162,ms
삼대 #531,ko
1Q84 #842,ja
Smaller and Smaller Circles #1029,fil
Lagenda Budak Setan #135,ms
Merpati Putih Terbang Lagi #92,ms
金閣寺 #1192,ja
To Destroy You Is No Loss #1048,km
7년의 밤 #1118,ko
Bidasari #1031,ms
Penawar Bagi Hati #818,ms
Sang Pemimpi #335,id
阿Q正传 #1235,zh
ชาติหน้าขอให้พบกัน #911,th
무진기행 #154,ko
ขุนช้างขุนแผน #1026,th
Footnote to Youth #698,fil
朝花夕拾 #851,zh
난장이가 쏘아올린 작은 공 #132,ko
สุภาพบุรุษจุฑาเทพ #137,th
Sang Pemimpi #455,id
삼대 #491,ko
กุหลาบป่า (2009),th
Noli Me Tangere #941,fil
Tenggelamnya Kapal Van Der Wijck #1184,ms
Little Princes #1098,km
金閣寺 #912,ja
ノルウェイの森 #1121,ja
ขุนช้างขุนแผน #406,th
Jejak Langkah #163,id
細雪 #1074,ja
Sulalat al-Salatin #683,ms
伊豆の踊子 #450,ja
흰 #925,ko
Cinta di Dalam Gelas #737,id
红楼梦 #1206,zh
Siti Nurbaya #206,id
소년이 온다 #282,ko
A Cambodian Prison Portrait #735,km
三国演义 #409,zh
雪国 #329,ja
상록수 #390,ko
Siti Nurbaya #246,id
斜陽 #1217,ja
Penawar Bagi Hati #458,ms
Merpati Putih Terbang Lagi #1172,ms
細雪 #994,ja
Jejak Langkah #643,id
坊っちゃん #847,ja
Noli Me Tangere,fil
Ilustrado #868,fil
Never Fall Down #1003,km
Cinta di Dalam Gelas #917,id
三国演义 #249,zh
ฟ้าใหม่ #340,th
痴人の愛 #1035,ja
ABNKKBSNPLAko?! - Part 2,fil
Children of Cambodia's Killing Fields #949,km
山月記 #199,ja
Ronggeng Dukuh Paruk #130,id
Salina #1126,ms
Layar Terkembang #847,id
Ranjau Sepanjang Jalan #348,ms
Lelaki Harimau #392,id
Pulang #433,id
雷雨 #620,zh
家 #97,zh
พระอภัยมณี #227,th
Mat Jenin #534,ms
Jejak Langkah #623,id
Atheis #468,id
Never Fall Down #1103,km
Dead Stars #857,fil
坊っちゃん #1167,ja
ด้วยรักและผูกพัน #722,th
雷雨 #640,zh
Dead Stars #1117,fil
Sejarah Melayu #322,ms
Rumah Kaca #104,id
彷徨 #553,zh
รักไม่มีสิทธิ์,th
斜陽 - Part 7,ja
Atheis #1248,id
山月記 #559,ja
1Q84 #462,ja
A Cambodian Prison Portrait #455,km
Sejarah Melayu #862,ms
Gapo #1194,fil
子夜 #1096,zh
朝花夕拾 #571,zh
走れメロス #338,ja
พระอภัยมณี #767,th
ลูกอีสาน #964,th
坊っちゃん #1247,ja
พระอภัยมณี,th
How My Brother Leon Brought Home a Wife #639,fil
채식주의자 #981,ko
무정 #189,ko
山月記 #279,ja
작별인사 #203,ko
金閣寺 #952,ja
"Stay Alive, My Son #185",km
風の歌を聴け #464,ja
เลือดมังกร #1012,th
Gapo #1214,fil
Florante at Laura #963,fil
吾輩は猫である,ja
กุหลาบป่า #890,th
風の歌を聴け #384,ja
Ronggeng Dukuh Paruk #630,id
Dead Stars #597,fil
水浒传 #988,zh
ลูกอีสาน #404,th
Hang Jebat Menderhaka #177,ms
When Broken Glass Floats #1187,km
Dead Stars (2016),fil
細雪 #274,ja
무정 #829,ko
ABNKKBSNPLAko?! #792,fil
ลูกอีสาน #84,th
細雪 #834,ja
Ilustrado #168,fil
Voices from S-21 #294,km
子夜 #836,zh
呐喊 #212,zh
西游记 #507,zh
金瓶梅 #410,zh
พระอภัยมณี #147,th
三体 #421,zh
The Rosales Saga #135,fil
红楼梦 #1186,zh
Lelaki Harimau #1172,id
작별인사 #563,ko
난장이가 쏘아올린 작은 공 #732,ko
Lelaki Harimau #1052,id
Laskar Pelangi #394,id
ข้าหลวง #494,th
三国演义 #449,zh
Hikayat Hang Tuah #741,ms
Dekada '70 #306,fil
엄마를 부탁해 #336,ko
Sang Pemimpi #855,id
春 #178,zh
山月記 #359,ja
Siti Nurbaya #845,ms
金閣寺 #252,ja
When Broken Glass Floats #1227,km
Florante at Laura #583,fil
人間失格 #1116,ja
Cantik Itu Luka (2010),id
秋 #1139,zh
走れメロス #218,ja
Little Princes #918,km
Interlok #247,ms
엄마를 부탁해 #116,ko
Ranjau Sepanjang Jalan #108,ms
엄마를 부탁해 #436,ko
Jejak Langkah #1183,id
The Rosales Saga #655,fil
First They Killed My Father #1241,km
阿Q正传 #395,zh
Anak Mat Lela Gila #509,ms
작별인사 #163,ko
朝花夕拾 #871,zh
รักไม่มีสิทธิ์ #1199,th
ศรีบูรพา #89,th
Penawar Bagi Hati: Volume 3,ms
彷徨 #1073,zh
Kekasih Electra #213,ms
Mat Jenin #674,ms
Survival in the Killing Fields (2011),km
春 #1218,zh
Hujan #1240,id
The Lost Executioner - Part 2,km
細雪 #614,ja
เสือคำราม #236,th
The Stones Cry Out #650,km
The Stones Cry Out #470,km
西游记 #447,zh
朝花夕拾 #231,zh
소년이 온다 #222,ko
狂人日记 #774,zh
มัจจุราชเริงรำ #158,th
Belenggu #349,id
風の歌を聴け #804,ja
水浒传 #1248,zh
羊をめぐる冒険 #765,ja
子夜 #356,zh
Gapo #154,fil
เสือคำราม #136,th
平凡的世界 #384,zh
阿Q正传 #515,zh
Padre Faura Witness the Execution of Rizal #936,fil
活着 #102,zh
Mga Kuwento ni Lola Basyang #911,fil
Gapo #754,fil
Sa Mga Kuko ng Liwanag: Volume 3,fil
The Gate #346,km
Little Princes #1158,km
三国演义 - Part 9,zh
เสือคำราม - Part 6,th
Dekada '70 #466,fil
Bamboo People #257,km
細雪 - Part 4,ja
In the Shadow of the Banyan #644,km
May Day Eve #220,fil
엄마를 부탁해 #176,ko
Layar Terkembang #187,id
ข้าหลวง #954,th
무정 #1149,ko
坊っちゃん #867,ja
Rice and Baguette: Volume 5,km
Mga Kuwento ni Lola Basyang #1051,fil
Panglima Awang #990,ms
ตำนานสมเด็จพระนารายณ์ #1155,th
白鹿原 #1165,zh
รักไม่มีสิทธิ์ #179,th
彷徨 #573,zh
무정 #969,ko
Smaller and Smaller Circles #449,fil
Atheis #568,id
How My Brother Leon Brought Home a Wife #799,fil
The Stones Cry Out #750,km
Perburuan #245,id
서울 1964년 겨울 #815,ko
斜陽 #557,ja
細雪 #1054,ja
ขุนช้างขุนแผน #1186,th
